Rk_x,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Rk_y
37,Baylor,115.357,100.398,0.832,20–14,20,34,51.2,49.1,32.3,36.5,19.7,18.6,37.9,29.4,66.5,51.2,47.5,34.1,34.5,13.8,12.6,54.4,55.6,40.9,38.2,65.058,76.915,79.891,1.457,2019,0.455,0.4,57.749,67.7,68.3,1.077,1.015,34.086,37.0
38,Utah St.,112.374,97.82,0.831,27–7,27,34,53.9,46.5,36.7,34.3,18.2,17.3,32.0,22.3,69.8,54.2,42.2,35.7,35.3,12.3,9.3,61.9,50.6,38.0,39.9,68.115,77.916,80.436,1.314,2019,-0.684,-0.7,9.835,75.0,71.3,1.116,0.958,17.15,38.0
39,Iowa,116.824,101.84,0.829,23–12,23,35,52.7,51.5,42.3,28.8,17.2,18.4,29.8,29.4,70.1,51.4,53.5,36.4,32.4,9.0,7.9,59.2,57.7,39.0,41.2,69.387,78.354,81.123,1.504,2019,0.468,0.379,55.647,73.9,69.0,1.106,1.043,33.335,39.0
40,Ohio St.,108.596,95.028,0.823,20–15,20,35,50.3,48.3,33.7,31.8,18.7,18.2,27.6,25.9,66.7,49.7,47.9,34.1,32.7,7.0,9.2,58.9,50.1,40.1,37.4,65.652,76.691,79.478,1.46,2019,0.556,0.393,56.419,73.4,74.1,1.032,0.989,35.112,40.0
41,Minnesota,111.114,97.511,0.818,22–14,22,36,48.2,49.5,41.6,28.2,17.1,16.9,31.4,28.4,67.8,48.5,48.7,31.7,34.0,10.1,10.9,59.0,50.8,29.6,33.9,67.303,78.493,80.998,1.7,2019,0.557,0.379,71.523,68.2,69.2,1.039,1.02,36.216,41.0
42,New Mexico St.,112.853,99.199,0.815,28–5,28,33,54.1,48.9,34.6,32.5,17.8,19.1,37.0,22.5,67.7,56.7,48.0,34.0,33.5,7.7,5.8,52.8,38.6,46.3,39.4,65.587,75.434,79.174,2.0,2019,-0.314,-0.514,13.806,67.6,70.9,1.141,0.959,12.521,42.0
43,Belmont,115.917,102.03,0.813,26–6,26,32,57.6,48.7,28.5,27.4,15.2,16.0,25.3,25.0,74.0,59.2,47.2,37.0,34.4,9.1,10.2,61.4,44.4,43.8,34.5,70.98,77.45,81.377,1.44,2019,-0.526,-0.607,6.407,73.5,69.3,1.158,1.001,15.583,43.0
44,Washington,106.525,94.223,0.804,27–9,27,36,52.1,47.5,34.7,34.0,19.8,24.2,29.1,34.9,67.3,51.9,46.0,35.0,33.4,16.1,7.6,47.5,58.6,39.9,35.3,65.827,77.264,79.89,2.147,2019,0.424,0.4,74.311,69.5,71.0,1.034,0.96,24.95,44.0
45,Murray St.,111.46,99.622,0.784,26–5,26,31,54.8,46.5,33.5,27.4,17.2,19.4,32.0,30.7,71.2,56.2,48.3,34.9,28.9,11.1,9.5,58.5,45.4,36.6,35.8,68.725,77.219,79.736,1.497,2019,0.472,0.486,8.231,73.4,71.9,1.138,0.968,14.229,45.0
46,Temple,110.27,98.743,0.781,23–10,23,33,49.9,50.6,32.5,33.9,15.7,20.6,26.9,29.2,70.2,50.1,51.5,33.0,32.9,6.2,6.8,54.5,50.1,37.4,38.3,68.652,78.07,80.953,1.846,2019,0.0,0.0,53.453,72.7,68.0,1.049,1.003,24.098,46.0
47,Arizona St.,109.572,98.685,0.769,23–11,23,34,50.6,48.5,43.8,38.6,18.7,19.0,31.7,26.9,72.4,50.8,47.3,33.6,33.4,9.6,8.7,51.1,54.2,35.5,43.5,70.415,77.624,80.314,1.328,2019,-0.363,-0.607,71.073,68.0,70.5,1.056,0.998,21.908,47.0
48,Seton Hall,108.766,98.068,0.767,20–14,20,34,49.9,49.6,34.5,32.8,17.5,19.8,29.5,29.2,70.1,50.6,48.7,32.4,34.0,11.2,11.7,51.7,53.1,36.7,40.2,68.893,78.156,81.501,1.521,2019,-0.366,-0.621,54.346,70.6,74.2,1.041,1.014,27.26,48.0
49,UC Irvine,108.263,98.603,0.746,30–6,30,36,51.3,44.1,28.7,33.0,17.5,16.7,33.7,27.0,65.9,50.1,40.7,35.9,33.9,10.6,7.2,48.3,43.3,32.4,33.4,65.132,76.732,80.913,2.127,2019,0.722,0.75,18.762,70.6,71.1,1.077,0.957,12.86,49.0
50,Liberty,110.196,100.573,0.741,26–7,26,33,55.9,48.9,26.7,32.7,17.2,20.5,25.2,26.4,65.0,56.4,48.3,36.8,33.3,7.4,9.3,54.1,45.9,42.8,37.0,61.973,75.616,78.078,1.845,2019,0.686,0.486,0.345,78.2,67.4,1.108,0.967,13.882,50.0
51,Vermont,108.155,98.961,0.735,26–7,26,33,52.6,48.7,35.9,27.5,16.8,19.1,27.3,22.2,65.8,51.6,46.3,35.9,35.1,11.7,8.8,46.1,46.7,41.0,37.7,65.196,76.477,78.436,1.441,2019,-0.284,-0.25,7.768,74.9,73.4,1.091,0.954,12.114,51.0
52,Yale,111.583,103.535,0.703,21–8,21,29,55.6,47.3,30.1,31.1,17.8,15.2,26.3,24.6,72.6,56.0,47.8,36.5,31.0,11.1,7.8,55.9,48.5,35.3,37.8,70.65,77.204,80.354,2.113,2019,-0.258,-0.164,15.117,73.5,73.4,1.096,1.004,16.125,52.0
53,St. John's,108.307,100.62,0.7,21–13,21,34,51.9,50.7,29.5,39.7,14.3,21.2,21.8,29.4,72.5,50.7,50.3,35.8,34.2,9.8,6.4,49.9,53.9,38.5,42.2,70.832,76.611,78.569,1.716,2019,0.0,0.0,75.394,71.9,71.0,1.052,1.019,23.018,53.0
54,Northeastern,110.177,103.536,0.671,23–11,23,34,56.5,52.1,34.3,27.8,16.6,16.7,22.7,24.6,66.3,55.8,53.0,38.2,33.7,6.0,7.4,54.5,45.3,46.4,35.9,66.008,76.931,80.154,2.104,2019,-0.199,-0.25,5.836,75.1,73.5,1.118,1.049,15.618,54.0
55,Northern Kentucky,108.865,102.342,0.671,24–9,24,33,54.6,49.1,34.8,35.2,17.8,18.4,30.6,26.0,69.3,55.0,49.9,36.0,32.0,11.1,11.6,61.7,51.6,41.3,39.0,68.069,76.214,78.942,1.616,2019,-0.075,-0.164,4.597,67.1,72.5,1.105,1.004,13.909,55.0
56,Saint Louis,102.325,96.711,0.657,23–13,23,36,46.7,46.9,39.4,33.5,19.3,19.4,36.0,25.1,66.9,47.2,46.7,30.4,31.4,11.9,10.0,53.8,54.8,32.9,37.6,66.221,76.751,79.243,1.835,2019,-0.147,-0.25,66.081,59.8,72.2,0.996,0.954,18.52,56.0
57,Georgia St.,107.737,102.238,0.646,23–10,23,33,53.7,50.3,35.4,30.9,16.4,21.0,23.0,33.8,71.0,51.2,51.2,38.1,32.8,14.0,9.9,45.6,58.8,43.5,45.7,69.776,76.564,78.025,2.184,2019,-0.117,-0.164,41.152,65.9,70.0,1.059,1.034,17.308,57.0
58,Old Dominion,100.254,95.622,0.633,26–9,26,35,47.2,45.6,28.9,32.4,17.8,18.5,32.1,24.8,65.5,44.1,43.5,34.9,32.4,14.3,6.8,53.3,53.0,37.3,40.6,64.426,77.587,80.395,1.764,2019,-0.097,-0.164,33.997,66.3,66.7,1.004,0.929,13.155,58.0
59,Colgate,110.243,106.412,0.6,23–11,23,34,55.9,50.7,28.4,28.2,19.3,17.8,30.2,27.1,67.5,53.5,50.5,39.5,33.9,9.7,9.7,57.4,51.8,41.4,40.9,66.391,77.685,80.993,1.573,2019,-0.089,-0.064,10.836,74.4,71.0,1.106,1.032,12.893,59.0
60,Montana,107.338,104.14,0.586,24–9,24,33,56.1,50.1,31.6,37.3,17.3,19.2,27.4,24.9,68.3,55.6,49.3,37.8,34.4,8.0,8.3,52.1,45.2,38.3,36.1,66.537,76.224,78.903,2.401,2019,-0.056,-0.064,19.258,69.5,74.7,1.107,1.012,11.627,60.0
61,Bradley,102.129,101.537,0.517,19–15,19,34,49.7,47.6,36.3,35.6,18.8,18.4,26.7,26.7,65.9,46.5,46.5,37.0,32.8,11.4,7.4,52.3,53.2,35.3,39.4,64.985,76.734,80.105,1.997,2019,-0.05,-0.064,3.589,69.1,72.8,1.003,0.99,13.451,61.0
62,Abilene Christian,102.008,101.585,0.512,23–7,23,30,51.9,49.8,34.0,38.3,17.3,23.3,27.0,28.5,66.5,49.5,49.8,37.7,33.3,7.5,8.0,57.4,48.2,34.5,33.1,65.602,75.895,79.024,2.044,2019,-0.053,-0.064,1.775,71.9,72.5,1.056,0.975,10.042,62.0
63,Gardner Webb,107.083,107.577,0.487,20–12,20,32,54.8,50.5,38.3,27.6,17.1,18.2,22.4,31.3,68.2,53.6,50.4,37.7,33.7,7.4,8.9,51.6,53.9,37.6,44.9,67.232,75.143,77.391,1.73,2019,-0.028,-0.007,0.2,71.6,72.2,1.077,1.051,15.247,63.0
64,North Dakota St.,107.697,109.977,0.44,17–16,17,33,53.5,53.6,32.2,26.5,15.7,14.4,20.7,25.9,66.5,52.1,52.6,36.7,37.0,6.6,10.0,45.8,45.6,48.0,35.5,65.015,76.57,79.525,1.355,2019,-0.03,-0.007,0.2,76.8,74.5,1.077,1.106,16.057,64.0
65,Iona,106.348,109.673,0.412,17–16,17,33,53.0,52.3,36.8,28.5,17.3,18.5,25.1,30.7,71.4,53.2,50.3,35.1,36.6,7.7,11.2,50.4,55.4,44.5,42.4,70.408,76.777,80.321,2.012,2019,-0.033,-0.007,7.379,74.5,68.4,1.075,1.065,11.211,65.0
66,Prairie View A&M,102.876,106.503,0.402,21–13,21,34,49.0,51.2,43.1,46.2,17.4,24.7,29.7,34.3,72.5,49.2,53.7,32.4,31.2,4.6,11.3,48.6,51.7,33.8,36.0,70.712,75.167,77.955,2.382,2019,0.0,0.0,1.736,68.2,69.3,1.033,1.007,9.615,66.0
67,Fairleigh Dickinson,105.698,111.193,0.358,19–14,19,33,54.2,52.0,35.7,29.4,19.7,20.2,29.5,33.2,67.9,51.0,51.3,40.1,35.3,10.5,9.3,52.7,52.3,35.3,38.5,66.542,75.792,79.678,1.741,2019,-0.014,-0.007,0.2,73.5,70.1,1.076,1.059,9.672,67.0
68,North Carolina Central,99.202,109.08,0.251,15–16,15,31,49.9,49.9,33.5,31.4,22.7,17.5,34.8,26.9,67.0,51.3,50.9,31.5,32.0,6.9,10.8,59.8,52.4,36.6,34.1,64.863,75.64,78.992,2.331,2019,0.0,0.0,4.547,70.8,69.2,1.01,1.014,9.349,68.0
1,Gonzaga,118.504,87.249,0.971,37–2,37,39,56.6,41.1,39.0,26.9,16.2,17.1,30.0,26.2,70.8,56.3,40.0,38.2,29.0,11.2,7.8,51.8,43.2,32.8,32.1,70.188,78.513,82.62,1.78,2018,1.76,1.65,68.782,71.7,65.8,1.167,0.868,23.643,19.0
2,North Carolina,121.639,92.43,0.959,32–7,32,39,51.7,48.1,34.3,31.6,16.2,18.6,41.3,25.0,72.4,51.0,46.3,35.5,33.9,9.6,9.8,59.2,46.9,30.3,39.3,71.45,77.937,81.405,1.917,2018,3.02,2.65,88.126,70.2,72.7,1.155,0.975,37.648,11.0
3,Villanova,122.905,93.53,0.959,32–4,32,36,57.5,48.1,35.0,22.1,17.1,20.1,30.2,27.8,65.5,59.2,49.1,36.9,31.1,9.0,6.6,52.3,57.0,43.3,40.0,64.277,77.636,79.413,1.845,2018,-1.57,-2.35,75.837,79.0,70.3,1.178,0.956,30.662,1.0
4,Florida,117.336,90.002,0.955,27–9,27,36,51.6,45.8,40.2,34.0,16.9,21.0,32.1,29.5,70.1,50.3,45.7,35.9,30.5,12.0,7.5,47.3,40.9,36.6,31.3,68.89,77.266,80.777,1.974,2018,1.03,1.464,70.37,72.9,70.6,1.101,0.94,35.711,21.0
5,Kentucky,119.074,92.296,0.949,32–6,32,38,52.9,47.5,40.9,33.5,15.7,19.2,33.5,27.7,74.2,52.9,48.3,35.3,30.6,13.0,7.7,51.6,44.0,31.6,33.3,72.378,77.433,81.549,0.935,2018,0.69,0.629,86.539,70.4,67.6,1.14,0.96,32.886,3.0
6,West Virginia,116.017,90.288,0.947,28–9,28,37,51.3,48.8,38.9,42.5,17.0,27.6,37.9,31.9,71.4,49.8,46.5,36.2,35.3,14.2,9.0,57.3,53.5,32.5,36.3,70.853,77.619,80.701,1.953,2018,-0.13,0.464,43.642,68.5,68.3,1.123,0.919,34.174,8.0
7,Virginia,112.525,87.907,0.945,23–11,23,34,52.4,46.1,26.0,33.8,15.6,20.7,28.3,24.5,60.3,49.7,45.1,38.5,31.7,13.9,7.5,56.4,50.6,33.0,39.8,58.952,77.405,79.894,1.562,2018,-0.39,-0.114,71.089,70.9,69.9,1.08,0.922,36.798,20.0
8,Louisville,118.218,92.361,0.945,25–9,25,34,51.4,45.7,34.0,38.8,16.0,19.6,36.7,28.5,68.4,50.5,44.8,35.5,31.6,15.2,8.3,48.4,48.3,32.1,35.6,68.101,78.3,82.032,1.588,2018,-1.04,-1.371,71.596,68.6,69.5,1.121,0.957,35.779,
9,Kansas,122.201,95.557,0.944,31–5,31,36,56.1,48.1,36.0,30.0,17.6,18.6,34.1,29.7,71.2,53.6,45.3,40.4,35.6,11.2,9.4,54.5,49.9,35.9,34.2,69.998,77.174,80.91,1.763,2018,0.25,-0.35,75.629,67.8,71.5,1.155,0.998,36.579,6.0
10,Duke,122.793,96.547,0.941,28–9,28,37,54.8,47.4,39.3,31.2,16.3,17.3,31.7,29.8,69.8,53.5,48.9,37.9,29.3,10.9,6.8,47.5,46.7,38.3,28.8,68.285,78.431,80.697,1.414,2018,-1.01,-1.371,94.782,76.2,71.0,1.158,1.005,37.216,4.0
11,SMU,120.876,95.078,0.941,30–5,30,35,54.6,46.0,36.0,24.6,16.9,18.3,37.2,26.4,63.7,51.0,44.1,40.6,32.1,11.1,8.6,62.0,56.0,36.4,45.5,63.404,78.474,79.495,1.875,2018,-1.59,-1.079,64.748,69.6,69.2,1.166,0.942,22.283,
12,Wichita St.,118.061,93.193,0.938,30–5,30,35,54.2,43.8,40.4,35.1,16.2,19.3,34.2,24.2,69.2,50.7,42.0,40.2,31.2,11.6,8.9,58.8,49.5,36.6,38.6,68.618,77.722,80.469,1.45,2018,-0.52,0.379,40.472,72.9,69.8,1.168,0.904,19.015,45.0
13,Michigan,124.006,98.576,0.933,26–12,26,38,57.0,51.9,30.1,27.2,14.2,19.5,24.7,30.0,63.7,56.3,50.0,38.5,37.8,7.4,8.3,52.8,45.8,45.1,28.8,62.596,78.154,81.791,2.007,2018,1.03,1.093,64.639,77.9,68.3,1.166,1.032,34.09,2.0
14,Saint Mary's,118.869,94.723,0.932,29–5,29,34,57.8,45.3,27.8,26.6,17.5,15.3,33.1,21.9,61.2,56.9,45.4,39.4,30.0,8.5,7.8,63.1,40.3,41.4,27.7,59.867,77.576,81.393,1.957,2018,-0.46,0.093,24.566,74.5,69.1,1.177,0.939,19.671,
15,Oregon,118.492,94.82,0.928,32–6,32,38,55.5,46.4,34.4,26.3,17.1,19.3,32.4,29.5,68.7,54.5,46.1,38.0,31.2,17.0,9.7,56.1,49.1,38.9,37.6,67.05,77.427,81.033,1.779,2018,1.89,2.136,56.758,70.8,71.9,1.139,0.959,27.301,
16,Cincinnati,115.977,92.952,0.927,30–6,30,36,52.0,45.2,32.5,29.1,15.3,20.2,35.5,29.4,65.1,52.1,41.4,34.5,34.4,14.3,8.3,57.7,52.9,36.1,37.0,64.009,77.674,80.505,1.72,2018,-0.1,-0.079,72.275,68.6,73.6,1.133,0.935,24.543,26.0
17,Purdue,117.253,94.131,0.926,27–8,27,35,55.7,47.7,33.3,22.9,18.3,16.6,30.8,24.4,70.0,52.7,46.6,40.3,33.2,6.1,8.6,65.3,50.0,38.3,34.0,69.052,76.997,81.841,1.555,2018,0.48,0.464,67.524,75.7,70.7,1.127,0.967,31.377,23.0
18,Iowa St.,120.604,97.241,0.922,24–11,24,35,55.0,49.0,27.6,25.6,14.1,19.5,25.7,31.6,70.6,51.8,47.5,40.0,34.6,8.9,9.1,53.6,51.9,39.3,35.9,68.203,76.814,78.437,2.508,2018,-0.53,-0.114,54.193,70.0,70.4,1.126,1.006,39.447,
19,Wisconsin,115.327,93.088,0.922,27–10,27,37,52.1,47.5,32.9,28.0,17.0,19.5,35.9,25.9,64.4,51.1,43.1,35.9,37.6,9.9,8.5,51.8,45.7,36.9,33.5,63.017,77.532,80.762,2.056,2018,0.82,1.3,56.744,64.4,73.9,1.109,0.956,33.725,
20,Oklahoma St.,127.377,103.36,0.917,19–13,19,32,54.0,53.2,37.4,45.4,18.2,20.3,38.3,31.9,72.3,50.4,52.4,40.3,36.4,8.2,10.8,50.9,51.7,35.7,34.9,71.586,76.346,80.027,1.534,2018,-0.92,-0.621,54.425,78.8,72.5,1.178,1.082,39.361,
21,Notre Dame,120.038,97.424,0.917,26–10,26,36,53.6,49.1,28.6,26.7,14.0,18.7,27.3,30.8,67.7,50.9,48.2,38.4,33.8,9.7,11.4,57.8,51.1,40.6,34.8,66.924,77.4,79.623,2.068,2018,-0.02,-0.114,65.922,80.0,73.7,1.139,1.021,34.834,
22,Baylor,117.004,94.972,0.917,26–8,26,34,52.5,46.1,33.9,30.1,20.6,17.1,39.8,29.4,65.1,52.2,45.0,35.3,32.2,13.1,9.7,59.2,58.1,32.8,34.7,63.734,77.785,82.109,1.908,2018,0.28,0.136,43.215,71.9,72.5,1.105,0.983,36.675,
23,UCLA,123.53,100.495,0.915,31–5,31,36,59.8,48.7,26.8,25.4,15.1,15.8,29.1,28.6,74.1,59.1,45.3,40.6,36.5,12.5,4.4,63.7,46.8,37.6,35.8,73.281,78.441,82.349,1.438,2018,0.11,0.136,77.967,73.8,67.9,1.211,1.019,25.767,43.0
24,Arizona,118.362,96.457,0.913,32–5,32,37,53.7,47.7,40.5,28.6,16.6,17.4,33.2,26.0,67.2,51.5,48.4,39.0,31.0,8.8,7.7,51.3,53.3,30.5,36.4,65.729,78.741,83.44,1.133,2018,0.02,-0.371,71.921,76.5,68.4,1.139,0.981,26.665,37.0
25,South Carolina,109.394,90.029,0.904,25–11,25,36,47.3,45.5,40.2,44.5,18.4,24.3,34.0,31.6,69.5,45.9,45.4,33.4,30.6,10.6,9.7,50.7,45.8,33.5,34.8,68.235,77.096,80.611,1.537,2018,2.94,3.093,50.958,70.1,72.4,1.028,0.924,32.353,
26,Butler,118.449,97.814,0.9,25–9,25,34,54.6,50.8,37.1,37.0,15.0,19.6,27.2,27.0,67.2,54.5,51.3,36.6,33.3,8.4,7.3,50.0,44.7,37.6,37.7,65.871,76.445,79.729,2.01,2018,0.3,0.464,48.146,74.1,69.7,1.127,1.017,33.3,22.0
27,Florida St.,116.087,96.186,0.897,26–9,26,35,53.7,47.9,38.4,37.3,16.4,19.5,33.8,29.8,72.5,54.4,45.4,34.7,34.9,13.7,7.1,49.3,49.5,31.3,36.1,71.43,79.168,82.425,1.262,2018,-0.66,-0.864,70.581,68.9,71.5,1.132,0.994,32.158,14.0
28,Creighton,115.177,96.216,0.888,24–10,24,34,57.6,49.9,27.9,29.3,17.1,19.3,24.2,29.6,72.6,56.4,50.2,39.8,33.0,7.7,7.5,55.9,47.8,35.9,36.8,71.342,77.288,81.778,1.718,2018,-0.91,-1.079,45.608,68.3,68.9,1.12,1.005,30.332,57.0
29,Vanderbilt,113.098,94.752,0.884,19–16,19,35,52.1,48.1,34.8,30.7,18.2,16.1,24.8,27.0,67.1,48.1,46.8,37.6,33.8,9.9,10.7,55.2,46.3,48.6,33.0,65.672,78.27,81.583,1.834,2018,-0.66,-0.6,53.364,77.7,69.9,1.056,1.012,33.62,
30,Marquette,122.477,102.867,0.881,19–13,19,32,57.5,52.2,31.0,35.7,17.3,18.3,27.1,29.2,71.1,52.7,50.6,42.9,36.8,9.3,10.4,57.1,59.6,41.5,34.2,70.169,76.594,80.145,1.671,2018,-0.6,-0.621,76.631,78.1,69.7,1.152,1.059,31.215,
31,Wake Forest,123.017,103.685,0.877,19–14,19,33,54.1,52.7,40.7,38.0,16.4,16.2,30.7,27.7,71.7,52.1,52.1,38.5,35.8,10.1,9.9,55.5,52.7,35.7,38.8,70.659,77.249,81.314,1.395,2018,0.0,0.0,47.009,77.8,72.4,1.155,1.094,34.672,
32,Kansas St.,112.932,95.257,0.876,21–14,21,35,52.7,49.6,41.1,33.4,19.1,22.1,29.5,32.3,67.5,51.8,45.5,36.2,38.2,10.3,9.5,60.1,55.5,36.3,34.0,65.82,77.426,80.959,1.595,2018,-0.62,-0.607,45.961,69.5,72.9,1.065,1.001,35.343,38.0
33,Miami FL,111.401,94.103,0.874,21–12,21,33,51.0,47.6,34.3,28.7,19.5,18.3,33.4,28.2,64.7,49.8,46.6,35.6,33.0,10.5,8.3,47.8,51.9,32.6,34.7,63.27,78.107,80.679,1.45,2018,-0.67,-0.7,74.813,71.8,73.9,1.063,0.988,34.167,41.0
34,Rhode Island,112.038,94.969,0.87,25–10,25,35,50.8,45.0,39.2,45.0,16.4,19.4,32.8,29.7,67.4,51.2,45.4,33.3,29.5,15.8,7.8,50.8,46.3,32.3,30.0,66.386,77.065,79.822,1.795,2018,0.34,0.393,64.496,66.8,70.8,1.088,0.966,21.97,52.0
35,Xavier,116.266,98.872,0.866,24–14,24,38,51.9,51.6,41.1,33.4,18.4,17.5,34.5,25.5,68.2,52.0,52.5,34.5,33.4,7.7,10.4,57.0,55.0,36.1,39.5,67.047,78.488,80.22,1.708,2018,2.04,2.393,61.847,68.8,69.8,1.091,1.042,34.74,17.0
36,Minnesota,110.093,93.861,0.862,24–10,24,34,48.7,45.1,39.6,29.2,16.1,17.6,29.7,30.2,70.3,47.5,44.5,34.3,30.9,15.9,8.7,57.2,53.7,29.9,33.2,69.549,78.278,81.148,1.272,2018,-0.86,-1.114,59.566,71.1,68.2,1.046,0.966,28.848,
37,Michigan St.,112.314,95.839,0.861,20–15,20,35,54.0,46.7,33.5,34.7,20.5,15.9,29.2,27.3,68.1,52.9,44.1,37.3,34.6,11.9,8.8,65.3,53.6,38.0,32.6,66.758,75.953,78.605,1.115,2018,0.31,0.4,70.413,67.0,72.6,1.052,1.005,34.582,33.0
38,Northwestern,111.852,95.838,0.855,24–12,24,36,49.7,46.1,30.5,36.1,16.0,17.9,30.8,30.6,66.5,48.8,44.0,34.2,33.3,13.2,10.4,59.3,52.4,35.6,34.5,65.542,77.838,79.787,1.685,2018,0.38,0.3,54.109,74.8,66.9,1.068,0.984,30.172,
39,Maryland,114.113,98.93,0.838,23–9,23,32,52.4,47.5,38.5,32.6,19.0,18.0,30.4,32.3,67.8,51.0,45.6,36.3,34.2,11.7,11.2,56.8,46.7,41.1,32.9,67.225,77.287,80.779,1.171,2018,-0.7,-1.079,72.827,70.2,70.4,1.076,1.01,27.95,
40,Virginia Tech,119.043,103.453,0.834,22–11,22,33,56.9,51.0,40.9,27.3,17.2,16.5,23.4,30.5,69.8,54.6,49.0,40.3,36.3,7.0,11.8,56.0,49.9,39.7,35.9,68.658,76.574,78.897,1.923,2018,-0.38,-0.6,67.076,73.7,71.7,1.126,1.063,32.914,42.0
41,Middle Tennessee,112.139,97.573,0.832,30–5,30,35,54.1,47.9,30.0,38.2,15.6,19.8,30.1,23.8,66.2,53.6,47.1,36.9,32.8,8.3,5.8,54.3,51.0,30.1,35.4,64.412,76.761,80.21,2.099,2018,0.26,0.486,17.718,70.1,71.5,1.117,0.962,13.968,
42,Arkansas,115.517,100.753,0.828,26–10,26,36,51.4,47.8,38.1,39.1,16.6,18.5,31.9,34.2,71.6,50.0,46.7,36.5,33.2,12.6,7.8,49.9,50.3,29.5,36.7,69.595,76.937,80.513,2.269,2018,0.22,0.3,36.848,76.1,70.5,1.108,1.032,30.241,48.0
43,Dayton,111.828,97.856,0.823,23–8,23,31,53.6,47.7,43.4,35.2,16.9,20.9,25.6,27.4,69.1,51.0,47.2,38.4,32.3,11.3,11.0,61.4,55.3,38.3,39.5,68.246,76.592,79.257,2.164,2018,-0.35,-0.907,40.751,69.3,71.2,1.086,0.961,21.024,
44,Providence,108.909,95.45,0.82,20–13,20,33,51.4,49.6,38.1,30.5,18.4,20.3,26.4,28.6,67.6,49.1,49.9,37.1,32.8,8.1,8.3,58.6,48.4,35.9,34.3,66.276,77.634,79.867,1.474,2018,0.0,0.0,55.541,69.1,67.6,1.036,0.986,29.682,24.0
45,Seton Hall,109.698,96.607,0.812,21–12,21,33,49.9,49.0,37.6,36.1,19.5,17.5,35.7,25.4,69.0,49.6,48.0,33.8,34.1,6.7,8.4,46.3,49.2,30.7,33.5,67.508,77.608,80.545,1.777,2018,-0.56,-0.6,55.205,64.3,71.9,1.05,1.009,32.753,15.0
46,Nevada,114.693,101.619,0.801,28–7,28,35,52.5,48.3,41.3,28.2,15.5,15.9,30.4,26.3,70.9,49.2,49.3,38.2,31.0,11.0,6.3,59.9,52.0,40.2,35.4,69.656,77.499,79.397,1.63,2018,-0.37,-0.514,31.488,70.5,69.2,1.121,1.002,16.501,51.0
47,Princeton,108.546,96.307,0.798,22–7,22,29,53.2,48.7,24.4,32.0,15.2,20.2,24.1,24.7,64.5,50.5,46.9,37.6,34.5,9.8,8.7,54.4,48.4,46.2,36.7,62.82,76.812,79.201,2.006,2018,-0.45,-0.514,8.705,74.0,69.8,1.086,0.956,14.853,
48,VCU,108.851,96.835,0.793,26–9,26,35,51.0,47.5,36.4,40.9,17.8,21.0,31.3,27.5,69.0,51.5,46.0,33.1,33.8,10.6,8.9,55.6,46.4,29.4,31.5,68.78,76.401,78.871,2.26,2018,-0.45,-0.621,42.055,70.5,69.7,1.069,0.957,20.093,
49,USC,114.122,101.561,0.793,26–10,26,36,52.2,50.1,36.8,24.0,15.7,17.9,31.0,31.4,70.1,51.0,47.2,36.2,36.8,13.3,8.5,56.4,53.6,36.6,36.5,68.697,78.071,81.998,1.068,2018,0.63,0.393,81.237,74.1,71.7,1.112,1.04,25.369,
50,UNC Wilmington,118.751,105.881,0.789,27–6,27,33,55.0,53.2,30.8,39.6,13.9,20.1,32.5,28.5,70.0,55.7,54.2,36.1,34.0,8.4,7.9,52.1,47.5,41.9,29.5,70.124,75.533,78.114,2.068,2018,-0.33,-0.514,5.2,68.8,70.6,1.178,1.055,15.143,
51,Vermont,110.963,99.04,0.787,28–6,28,34,55.3,48.6,34.3,26.5,17.0,19.6,29.8,27.1,65.3,55.5,46.9,36.7,34.9,11.4,7.5,50.0,44.5,31.9,30.4,64.481,76.783,79.384,1.935,2018,-0.34,-0.25,6.681,69.9,70.5,1.123,0.97,13.659,
52,East Tennessee St.,108.233,98.004,0.758,25–8,25,33,55.8,48.7,42.8,38.2,20.8,22.0,30.1,27.4,71.5,55.0,45.7,38.2,35.4,14.0,9.8,53.8,47.6,35.3,39.4,70.119,76.657,79.487,2.526,2018,-0.19,-0.25,10.643,69.7,72.6,1.095,0.965,14.78,
53,Bucknell,109.018,99.918,0.732,26–9,26,35,55.3,48.0,37.2,33.1,18.9,19.7,26.8,27.9,70.6,54.3,46.5,37.9,34.2,9.7,8.7,54.1,49.3,38.4,31.3,70.018,76.237,79.959,1.413,2018,-0.17,-0.25,0.2,68.1,66.0,1.08,0.962,13.746,34.0
54,New Mexico St.,110.264,103.34,0.678,25–6,25,31,52.7,47.9,43.3,35.2,19.5,19.1,35.6,28.5,69.6,54.2,49.1,33.5,30.3,8.9,5.8,56.0,44.3,39.0,32.5,67.747,76.628,79.759,1.778,2018,-0.22,-0.164,1.948,70.9,68.4,1.106,0.985,11.789,50.0
